q,tau,delta,AUC_R,AUC_N,Dose,rho_T,S_T,R_T,N_T,A_max,J_N,J_R,J_D,J,No_dominada
0.75,1.8125,0.41,426237.91506559256,1310889344.923262,1.23,0.0002835412630641474,782755681.1476498,222006.48250169863,782977687.6301515,0.17769641728168406,0.13108893449232617,1.2178226144731218e-05,0.0014642857142857142,0.13256539843275664,True
0.75,1.8125,0.5,433514.52701843076,1273867109.246978,1.5,0.00029877539488051743,768792813.9899421,229765.0247171387,769022579.0146592,0.1946488130271821,0.1273867109246978,1.2386129343383737e-05,0.0017857142857142859,0.12918481133975546,True
0.75,2.0,0.05,406906.718681789,1410535101.5424495,0.15000000000000002,0.0002480593684597322,815632688.2595628,202375.53069111574,815835063.790254,0.03456292947711431,0.14105351015424494,1.1625906248051116e-05,0.0001785714285714286,0.14124370748906442,True
0.75,2.0,0.14,409262.1511390366,1397945743.3708544,0.42000000000000004,0.00025245428639086853,810855232.1075138,204755.57040941672,811059987.6779232,0.08573799023244506,0.13979457433708545,1.1693204318258187e-05,0.0005000000000000001,0.1403062675414037,True
0.75,2.0,0.22999999999999998,413242.2947870991,1376772978.4909785,0.69,0.00026019464304881135,802340745.7749238,208819.09756097506,802549564.8724848,0.1249155397386543,0.13767729784909782,1.1806922708202833e-05,0.0008214285714285714,0.1385105333432346,True
0.75,2.0,0.32,418386.0773898909,1349669727.2194705,0.96,0.00027073583872965314,790722163.5068831,214134.80210441086,790936298.3089875,0.15394243718881445,0.13496697272194705,1.1953887925425455e-05,0.001142857142857143,0.13612178375272962,True
0.75,2.0,0.41,424356.7872214564,1318637441.8947353,1.23,0.0002837270650190577,776520070.5774534,220382.28897336498,776740452.8664267,0.17736640237308335,0.13186374418947353,1.2124479634898756e-05,0.0014642857142857142,0.13334015438339414,True
0.75,2.0,0.5,430910.6203271635,1285161112.3536203,1.5,0.00029893635260846703,760202573.1487803,227320.1387138093,760429893.2874942,0.19428377921060444,0.12851611123536202,1.2311732009347529e-05,0.0017857142857142859,0.13031413725308566,True
1.5,0.5,0.05,414800.06248974905,1368825626.9583569,1.0500000000000003,0.0002629128618432797,799935465.755226,210368.63121051696,800145834.3864366,0.08964939128184192,0.13688256269583568,1.1851430356849975e-05,0.0012500000000000005,0.13814441412619252,True
1.5,0.5,0.14,466849.408993774,1110501292.3449757,2.9400000000000013,0.0003870433645729606,690291828.4369893,267276.3193413818,690559104.7563307,0.2207261860066256,0.11105012923449756,1.3338554542679256e-05,0.003500000000000002,0.11456346778904024,True
1.5,0.5,0.22999999999999998,553421.7554059112,733661192.2724848,4.83,0.0007705109897334939,490435602.04968435,378177.41098707874,490813779.4606714,0.3207892900997512,0.07336611922724848,1.581205015445461e-05,0.005750000000000001,0.07913193127740294,True
1.5,0.5,0.32,645152.797714855,385956289.08611995,6.719999999999999,0.001986496177286881,260314243.93842,518142.53864931257,260832386.47706932,0.3971748243879098,0.038595628908612,1.843293707756729e-05,0.007999999999999998,0.046614061845689565,False
1.5,0.5,0.41,707311.2020925623,165649014.23502952,8.61,0.00634169838899577,98122256.7516566,626233.1392569718,98748489.89091358,0.4554860624908964,0.01656490142350295,2.0208891488358924e-05,0.01025,0.026835110314991313,False
