q,tau,delta,AUC_R,AUC_N,Dose,rho_T,S_T,R_T,N_T,A_max,J_N,J_R,J_D,J
4.0,1.6,0.1,454673.0036975701,1169926041.5283606,2.0,0.0003576460584943299,706792578.551382,252872.01857269186,707045450.5699546,0.34844317087400145,0.11699260415283605,1.2990657248502004e-05,0.002380952380952381,0.11938654719103693
4.5,1.6,0.1,466568.6810556083,1113491187.8794127,2.25,0.0003919779877146329,679327818.4261072,266385.96870120394,679594204.3948084,0.3919985043777249,0.11134911878794125,1.3330533744445952e-05,0.0026785714285714286,0.11404102075025713
5.0,1.6,0.1,479401.37166721706,1053983977.7446966,2.5,0.0004330621587760921,649491265.5594481,281391.94977462234,649772657.5092227,0.43555306752190437,0.10539839777446965,1.3697182047634774e-05,0.002976190476190476,0.10838828543270776
5.5,1.6,0.1,493011.3252023923,992330002.530732,2.75,0.00048195572915876874,617594953.8281243,297796.9512437877,617892750.779368,0.47910928047503304,0.0992330002530732,1.4086037862925494e-05,0.003273809523809524,0.10252089581474566
6.0,1.6,0.1,507225.1937394643,929433565.1597337,3.0,0.0005399146746971786,583989155.3281974,315474.64421561064,584304629.972413,0.5226648393804815,0.09294335651597337,1.4492148392556123e-05,0.0035714285714285718,0.09652927723579449
6.5,1.6,0.1,521857.1010945956,866164554.4100928,3.25,0.0006084143962606847,549062942.9070991,334261.1682247964,549397204.0753239,0.5662202495328179,0.08661645544100928,1.4910202888417017e-05,0.003869047619047619,0.09050041326294532
7.0,1.6,0.1,536715.8630938458,803328903.7674536,3.5,0.0006891871506370271,513234510.9494511,353958.57391083747,513588469.5233619,0.609775558918049,0.08033289037674535,1.5334738945538452e-05,0.0041666666666666675,0.08451489178235755
7.5,1.6,0.1,551610.315805711,741652287.7518938,3.75,0.00078425897305865,476941422.75518906,374339.16927158454,477315761.92446065,0.6533312083280963,0.07416522877518937,1.576029473730603e-05,0.004464285714285714,0.07864527478421239
8.0,1.6,0.1,566353.1265970939,681772623.4612042,4.0,0.0008959848477647658,440627724.6588206,395149.81304445345,441022874.47186506,0.6968848688895584,0.06817726234612041,1.6181517902774113e-05,0.004761904761904762,0.07295534862592795
8.5,1.6,0.1,580767.8651200498,624225904.6480051,4.25,0.0010270882488025495,404731641.39361,416122.5073312866,405147763.9009413,0.7404412492915093,0.06242259046480051,1.6593367574858567e-05,0.00505952380952381,0.06749870764189918
9.0,1.6,0.1,594692.5474007311,569447721.6669544,4.5,0.0011806992298337526,369668285.7455452,436983.00577209436,370105268.7513173,0.7839970804973007,0.05694477216669543,1.699121564002089e-05,0.005357142857142857,0.06231890623947831
9.5,1.6,0.1,607987.4072826136,517759639.09996706,4.75,0.0013604238237405924,335810516.4966528,457466.9758772376,336267983.47253,0.8275501360278876,0.051775963909996704,1.7371068779503245e-05,0.0056547619047619055,0.057448096883538115
10.0,1.6,0.1,620535.5677448735,469382166.5594617,5.0,0.001570375312794494,303480269.17099637,477327.50595783466,303957596.6769542,0.871106084618131,0.04693821665594617,1.7729587649853528e-05,0.005952380952380952,0.052908327195976976
10.5,1.6,0.1,632244.1407979585,424442780.8423672,5.25,0.0018152199853343127,272938191.7121532,496343.83360326267,273434535.54575646,0.9146612813383505,0.04244427808423672,1.80641183085131e-05,0.00625,0.04871234220254523
11.0,1.6,0.1,643047.2497620009,382978938.5466583,5.5,0.002100257670848332,244375715.46608225,514332.20112747094,244890047.6672097,0.9582176996125618,0.038297893854665824,1.8372778564628596e-05,0.006547619047619048,0.0448638856808495
11.5,1.6,0.1,652902.5119170997,344957033.0572558,5.75,0.0024314380010070414,217918281.8794791,531146.2408299757,218449428.12030908,1.0017729367049502,0.03449570330572558,1.865435748334571e-05,0.006845238095238096,0.041359595758447026
12.0,1.6,0.1,661790.8321983134,310280887.36291873,6.0,0.0028154631463510244,193624336.85441574,546681.3458322523,194171018.200248,1.0453278872557483,0.031028088736291874,1.8908309491380385e-05,0.0071428571428571435,0.0381898541886404
0.0,1.7000000000000002,0.1,406520.756341026,1412601383.2071235,0.0,0.0002473559298121047,816385237.6134119,201987.6923882028,816587225.3058001,0.0,0.14126013832071235,1.1614878752600743e-05,0.0,0.14127175319946494
0.5,1.7000000000000002,0.1,407270.8226356518,1408766736.332546,0.25,0.00024873325418720975,814756689.2465944,202707.50278391826,814959396.7493783,0.043461910729827406,0.1408766736332546,1.1636309218161481e-05,0.00029761904761904765,0.1411859289900918
1.0,1.7000000000000002,0.1,409514.9187123438,1397338556.5776136,0.5,0.0002528949923381298,809888536.5405177,204868.56547745012,810093405.1059952,0.0869235644018945,0.13973385565776136,1.1700426248924108e-05,0.0005952380952380953,0.14034079417924838
1.5,1.7000000000000002,0.1,413232.3907677775,1378524752.3608263,0.75,0.0002599325259853454,801828646.7265073,208475.535123483,802037122.2616308,0.130385479667897,0.13785247523608263,1.1806639736222215e-05,0.0008928571428571429,0.13875713901867598
2.0,1.7000000000000002,0.1,418388.51869308786,1352666750.5180397,1.0,0.000269999745287269,790656151.9598916,213534.6139303542,790869686.5738219,0.17384745244051478,0.13526667505180395,1.1953957676945369e-05,0.0011904761904761906,0.13646910519995709
2.5,1.7000000000000002,0.1,424933.98175483,1320227025.0229468,1.25,0.0002833158210820438,776480465.6110345,220051.54475283995,776700517.1557873,0.21730931586515304,0.13202270250229467,1.2140970907280858e-05,0.001488095238095238,0.1335229387112972
3.0,1.7000000000000002,0.1,432803.88384933036,1281772951.6594074,1.5,0.00030017004488137373,759437145.7605944,228028.7295215147,759665174.4901159,0.26077148996980903,0.12817729516594073,1.2365825252838011e-05,0.0017857142857142859,0.12997537527690783
3.5,1.7000000000000002,0.1,441917.0551676003,1237961000.4151282,1.75,0.0003209261515450191,739688070.0728197,237461.4532625683,739925531.5260823,0.30423350501965085,0.12379610004151281,1.2626201576217153e-05,0.0020833333333333337,0.12589205957642235
4.0,1.7000000000000002,0.1,452176.07654951257,1189515064.0087955,2.0,0.0003460293405955884,717420278.3066909,248334.3968199466,717668612.7035109,0.3476947993756738,0.11895150640087954,1.2919316472843216e-05,0.002380952380952381,0.12134537809830477
4.5,1.7000000000000002,0.1,463466.21954259794,1137209435.144961,2.25,0.000376013463635285,692843040.1333183,260616.3065162228,693103656.4398345,0.39115722116148843,0.1137209435144961,1.324189198693137e-05,0.0026785714285714286,0.11641275683505446
5.0,1.7000000000000002,0.1,475657.3710396485,1081844409.057762,2.5,0.0004115097076829176,666190872.7852681,274256.87068557926,666465129.6559536,0.4346188506156681,0.10818444090577618,1.3590210601132814e-05,0.002976190476190476,0.11117422159256779
5.5,1.7000000000000002,0.1,488605.0075507137,1024226297.7162869,2.75,0.00045325989517994267,637717250.7181243,289182.7291484399,638006433.4472727,0.4780807459673796,0.10242262977162869,1.3960143072877537e-05,0.003273809523809524,0.1057103994385111
6.0,1.7000000000000002,0.1,502151.3076874533,965152523.0105845,3.0,0.0005021224560988203,607700641.5044123,305293.43337362056,608005934.9377859,0.5215428777682919,0.09651525230105845,1.4347180219641522e-05,0.0035714285714285718,0.10010102805270667
6.5,1.7000000000000002,0.1,516130.1011267655,905386944.2808932,3.25,0.0005590923349913741,576436971.0445324,322461.7780250642,576759432.8225574,0.5650039750849343,0.09053869442808932,1.4746574317907587e-05,0.003869047619047619,0.09442248862145484
7.0,1.7000000000000002,0.1,530369.672069346,845647031.857928,3.5,0.0006253101264480165,544241867.1789734,340532.889448149,544582400.0684216,0.6084657752566057,0.0845647031857928,1.5153419201981313e-05,0.0041666666666666675,0.08874652327166145
7.5,1.7000000000000002,0.1,544696.4337507117,786593726.0248059,3.75,0.0007020764745913857,511444203.83747226,359325.217362248,511803529.0548345,0.6519286731823899,0.07865937260248058,1.5562755250020334e-05,0.004464285714285714,0.08313922107201632
8.0,1.7000000000000002,0.1,558941.344603225,728814198.6389155,4.0,0.0007908731778953372,478378954.34207207,378636.53734031663,478757590.8794124,0.6953896798558173,0.07288141986389154,1.5969752702949285e-05,0.004761904761904762,0.07765929437849925
8.5,1.7000000000000002,0.1,572943.1320060032,672816758.1533669,4.25,0.0008933731575756255,445382521.0062737,398248.57370615896,445780769.57997984,0.7388520872152078,0.06728167581533669,1.636980377160009e-05,0.00505952380952381,0.0723575694286321
9.0,1.7000000000000002,0.1,586553.2896284998,619026097.2032034,4.5,0.0010114624874637689,412780277.6041712,417934.49142179044,413198212.09559304,0.7823131209221792,0.06190260972032034,1.6758665417957136e-05,0.005357142857142857,0.06727651124288116
9.5,1.7000000000000002,0.1,599640.901156391,567775766.1064004,4.75,0.0011472638287584502,380877661.8846312,437469.0570877263,381315130.94171894,0.825776225586192,0.056777576610640035,1.7132597175896886e-05,0.0056547619047619055,0.062449471112577835
10.0,1.7000000000000002,0.1,612092.0404226227,519322539.79750067,5.0,0.001303120680414995,349957622.0587742,456632.06125600665,350414254.12003016,0.869237705705135,0.05193225397975006,1.7488344012074936e-05,0.005952380952380952,0.05790212327614309
10.5,1.7000000000000002,0.1,623816.2175889182,473832342.4870629,5.25,0.0014816711756911324,320259265.49713814,475223.0467254804,320734488.5438636,0.9126980648052437,0.04738323424870628,1.782332050254052e-05,0.00625,0.05365105756920882
11.0,1.7000000000000002,0.1,634742.843955395,431401625.9942798,5.5,0.0016858127875503072,291984188.3531,493061.8885248824,292477250.2416249,0.9561622910880382,0.04314016259942798,1.8135509827297002e-05,0.006547619047619048,0.04970591715687432
11.5,1.7000000000000002,0.1,644823.251165658,392059084.47093743,5.75,0.0019187323988651337,265288629.17204285,509996.43452514574,265798625.60656798,0.9996234121139779,0.03920590844709374,1.8423521461875944e-05,0.006845238095238096,0.04606957006379372
12.0,1.7000000000000002,0.1,654030.2749378795,355769684.67647,6.0,0.00218395676034626,240279162.94015262,525907.8623046863,240805070.8024573,1.0430812684147805,0.035576968467647,1.8686579283939417e-05,0.0071428571428571435,0.04273851218978808
0.0,1.8,0.1,406520.756341026,1412601383.2071235,0.0,0.0002473559298121047,816385237.6134119,201987.6923882028,816587225.3058001,0.0,0.14126013832071235,1.1614878752600743e-05,0.0,0.14127175319946494
0.5,1.8,0.1,407239.0317421595,1408888685.0355625,0.2,0.00024854117530371893,815300533.5606208,202686.12868554713,815503219.6893064,0.0425539615006981,0.14088886850355622,1.1635400906918845e-05,0.00023809523809523815,0.14113859914255839
1.0,1.8,0.1,409388.0359252932,1397823224.9112184,0.4,0.0002521179264306521,812045085.1667452,204782.75244335685,812249867.9191885,0.08510767400039068,0.13978232249112182,1.169680102643695e-05,0.0004761904761904763,0.14027020976833873
1.5,1.8,0.1,412947.95264368533,1379603931.8694832,0.6000000000000001,0.00025815092345926946,806611719.3866639,208281.32824996347,806820000.7149138,0.12766148497152457,0.1379603931869483,1.1798512932676725e-05,0.0007142857142857144,0.1386864774141667
2.0,1.8,0.1,417885.8080068262,1354557148.4882493,0.8,0.0002667490105660793,798990706.088969,213186.84768141026,799203892.9366504,0.17021559062162123,0.13545571484882493,1.193959451448075e-05,0.0009523809523809526,0.13642003539572037
2.5,1.8,0.1,424154.5271676922,1323124920.8548088,1.0,0.00027806649884422433,789172281.4511895,219503.40983269762,789391784.8610222,0.21276893996652496,0.13231249208548088,1.2118700776219778e-05,0.0011904761904761906,0.13351508697673328
3.0,1.8,0.1,431692.6396089958,1285850261.721192,1.2000000000000002,0.0002923057996647961,777149838.7758164,227231.82626341764,777377070.6020799,0.25532270797732515,0.12858502617211917,1.233407541739988e-05,0.0014285714285714288,0.130025931676108
3.5,1.8,0.1,440423.7667782916,1243359680.41074,1.4000000000000001,0.00030972034639905656,762924463.7027916,236366.4366689853,763160830.1394606,0.29787660453228926,0.12433596804107398,1.2583536193665475e-05,0.0016666666666666668,0.12601521824393433
4.0,1.8,0.1,450256.226280678,1196345759.3876019,1.6,0.0003306178228525549,746510480.1972777,246891.29636232374,746757371.49364,0.3404307005552408,0.11963457593876017,1.2864463608019371e-05,0.0019047619047619052,0.1215522023071301
4.5,1.8,0.1,461083.14339843445,1145545912.3414006,1.8,0.0003553650874493682,727940483.5607755,258776.59376538364,728199260.1545409,0.3829849112108711,0.11455459123414005,1.3173804097098128e-05,0.002142857142857143,0.11671062218109429
5.0,1.8,0.1,472782.85441779066,1091726515.0349593,2.0,0.000384391258861597,707273262.7136242,271974.2043204157,707545236.9179447,0.4255380204703572,0.10917265150349593,1.3508081554794019e-05,0.002380952380952381,0.11156711196600312
5.5,1.8,0.1,485221.66016928124,1035653673.7341112,2.2,0.00041819878734682765,684594926.2404027,286416.54703017144,684881342.7874329,0.46809114131312785,0.10356536737341111,1.3863476004836607e-05,0.0026190476190476194,0.10619827846846357
6.0,1.8,0.1,498253.0891858628,978089204.1378615,2.4000000000000004,0.0004573619974743558,660029661.887329,302010.61273020925,660331672.5000592,0.5106464469063706,0.09780892041378614,1.423580254816751e-05,0.0028571428571428576,0.10068029907347717
6.5,1.8,0.1,511722.43869822327,919764509.1776199,2.6,0.0005025392371484781,633738925.7839065,318638.8048166388,634057564.5887231,0.5531990385225747,0.09197645091776199,1.4620641105663522e-05,0.0030952380952380953,0.09508630965410575
7.0,1.8,0.1,525470.6531696904,861365373.0197984,2.8000000000000003,0.0005544800607052934,605923883.2487197,336159.1050875328,606260042.3538072,0.5957548527860024,0.08613653730197983,1.5013447233419727e-05,0.0033333333333333335,0.08948488408254658
7.5,1.8,0.1,539336.6312862765,803522548.2201891,3.0,0.0006140336269889567,576822419.3082713,354405.979445388,577176825.2877166,0.6383076504811096,0.08035225482201891,1.540961803675076e-05,0.0035714285714285718,0.08393909301148424
8.0,1.8,0.1,553162.5870620422,746800659.2154865,3.2,0.0006821546577433039,546708027.4874431,373194.0034038773,547081221.490847,0.6808593641811937,0.07468006592154865,1.580464534462978e-05,0.0038095238095238104,0.07850539437641708
8.5,1.8,0.1,566797.2007774072,691691084.7131412,3.4000000000000004,0.0007599132353776736,515880620.6353513,392322.64266435103,516272943.2780157,0.723416618763925,0.06916910847131412,1.619420573649735e-05,0.004047619047619048,0.07323292172466966
9.0,1.8,0.1,580099.8584686737,638607401.1671426,3.6,0.0008485024008853961,484657905.01390195,411582.6248577365,485069487.6387597,0.7659690910991012,0.06386074011671426,1.6574281670533534e-05,0.004285714285714286,0.06816302868409908
9.5,1.8,0.1,592944.9871193905,587880894.9124745,3.8000000000000003,0.0009492494625585587,453363606.15454763,430764.0620401956,453794370.21658784,0.808522150269139,0.05878808949124745,1.69412853462683e-05,0.0045238095238095246,0.06332884030040324
10.0,1.8,0.1,605224.3715071253,539760322.4648815,4.0,0.0010636328636212597,422313074.51676774,449664.3425653192,422762738.85933304,0.8510757593806676,0.053976032246488156,1.729212490020358e-05,0.004761904761904762,0.05875522913329312
10.5,1.8,0.1,616846.5084646302,494427085.8742389,4.2,0.001193257786736401,391811320.0178833,468090.4611304481,392279410.47901374,0.8936313603258121,0.04944270858742389,1.7624185956132294e-05,0.005,0.05446033277338002
11.0,1.8,0.1,627740.8711387112,451985070.03646684,4.4,0.0013399035973717356,362130640.80389947,485871.16885868966,362616511.9727582,0.9361824920409579,0.04519850700364668,1.7935453461106033e-05,0.005238095238095239,0.05045453769520302
11.5,1.8,0.1,637856.1901936035,412475465.40514326,4.6000000000000005,0.0015055130554787765,333508669.2006062,502858.71595880244,334011527.916565,0.9787372341248818,0.041247546540514324,1.82244625769601e-05,0.005476190476190477,0.04674196147928176
12.0,1.8,0.1,647158.7435640468,375887893.6310652,4.800000000000001,0.0016921846996951315,306144146.5647065,518930.5670838436,306663077.13179034,1.0212932741812641,0.037588789363106515,1.8490249816115623e-05,0.005714285714285715,0.04332156532720834
0.0,1.9000000000000001,0.1,406520.756341026,1412601383.2071235,0.0,0.0002473559298121047,816385237.6134119,201987.6923882028,816587225.3058001,0.0,0.14126013832071235,1.1614878752600743e-05,0.0,0.14127175319946494
0.5,1.9000000000000001,0.1,407205.1034573868,1408986555.5882068,0.2,0.0002485443234240717,815214544.0495731,202667.31910797211,815417211.3686811,0.04301808356484248,0.14089865555882067,1.1634431527353909e-05,0.00023809523809523815,0.14114838522844325
1.0,1.9000000000000001,0.1,409252.54288072744,1398212761.392976,0.4,0.0002521306612900903,811704174.4558669,204707.12321983275,811908881.5790868,0.08603639463687227,0.1398212761392976,1.1692929796592214e-05,0.0004761904761904763,0.14030915954528464
1.5,1.9000000000000001,0.1,412643.9572946372,1380473307.0429196,0.6000000000000001,0.00025818002781673275,805856180.8950098,208109.70096814452,806064290.5959779,0.12905438231159108,0.13804733070429195,1.1789827351275348e-05,0.0007142857142857144,0.13877340624592896
2.0,1.9000000000000001,0.1,417347.54385392467,1356085341.7382362,0.8,0.00026680179049615914,797675841.6655223,212878.13906055092,797888719.8045828,0.17207242500369427,0.13560853417382362,1.1924215538683564e-05,0.0009523809523809526,0.13657283934174327
2.5,1.9000000000000001,0.1,423318.4579496348,1325477480.010205,1.0,0.00027815126695011113,787173829.9565631,219014.31722220493,787392844.2737854,0.2150913842857071,0.1325477480010205,1.2094813084275281e-05,0.0011904761904761906,0.13375031900458098
3.0,1.9000000000000001,0.1,430498.0803771514,1289176703.8492057,1.2000000000000002,0.0002924317008009369,774368998.284766,226516.28375805035,774595514.568524,0.25810865398826294,0.12891767038492055,1.2299945153632898e-05,0.0014285714285714288,0.1303585417586456
3.5,1.9000000000000001,0.1,438814.19525351113,1247789663.1202476,1.4000000000000001,0.0003098977591850245,759291695.6068056,235375.737449949,759527071.3442556,0.3011265296496274,0.12477896631202474,1.2537548435814604e-05,0.0016666666666666668,0.12645817052712724
4.0,1.9000000000000001,0.1,448181.0795507667,1201985117.5971339,1.6,0.0003308589344297805,741988519.8191537,245574.78163707056,742234094.6007907,0.3441447484997,0.12019851175971338,1.2805173701450478e-05,0.0019047619047619052,0.12211607883817674
4.5,1.9000000000000001,0.1,458498.9097290071,1152476188.9989293,1.8,0.0003556832029603388,722526487.4401504,257081.97501669297,722783569.4151671,0.3871638329056726,0.11524761889989292,1.3099968849400203e-05,0.002142857142857143,0.11740357601159947
5.0,1.9000000000000001,0.1,469654.8744314002,1100001150.4614706,2.0,0.00038480135759737184,700998712.1814662,269849.0944193165,701268561.2758856,0.43018190099130243,0.11000011504614705,1.3418710698040007e-05,0.002380952380952381,0.11239448613779748
5.5,1.9000000000000001,0.1,481524.9610077835,1045301507.3685416,2.2,0.00041871467500261304,677526399.0486516,283809.0810104649,677810208.129662,0.4731981053650756,0.10453015073685416,1.3757856028793815e-05,0.0026190476190476194,0.10716295621193057
6.0,1.9000000000000001,0.1,493975.1520914728,989105556.6223053,2.4000000000000004,0.00045800067679142576,652262163.467978,298873.39653166,652561036.8645097,0.5162163990247164,0.09891055566223053,1.4113575774042082e-05,0.0028571428571428576,0.10178181209514743
6.5,1.9000000000000001,0.1,506863.7466860915,932116352.881658,2.6,0.0005033174333868503,625394142.044045,314930.28433118534,625709072.3283762,0.5592349015271862,0.09321163528816578,1.4481821333888328e-05,0.0030952380952380953,0.09632135520473777
7.0,1.9000000000000001,0.1,520044.4559338905,874992750.4328213,2.8000000000000003,0.0005554134999426516,597143096.7396216,331845.6488800318,597474942.3885016,0.6022532294644476,0.08749927504328212,1.4858413026682585e-05,0.0033333333333333335,0.09084746678964213
7.5,1.9000000000000001,0.1,533370.0032566898,818338884.1609178,3.0,0.0006151370000020257,567759717.2079196,349464.978003453,568109182.1859231,0.645271263438806,0.08183388841609177,1.5239142950191138e-05,0.0035714285714285718,0.08542055613047053
8.0,1.9000000000000001,0.1,546695.1894756734,762696207.6099888,3.2,0.000683441008923917,537521766.3563381,367615.66193603154,537889382.0182742,0.6882908674320797,0.07626962076099889,1.561986255644781e-05,0.0038095238095238104,0.08009476443307914
8.5,1.9000000000000001,0.1,559879.6826875372,708539469.9674726,3.4000000000000004,0.0007613879178838548,506727987.7472922,386110.54743016715,507114098.2947224,0.7313084301236394,0.07085394699674724,1.5996562362501063e-05,0.004047619047619048,0.07491756260672879
9.0,1.9000000000000001,0.1,572793.9748266925,656263079.650085,3.6,0.0008501719710898532,475683714.71215737,404757.07447199465,476088471.7866294,0.7743277918031668,0.0656263079650085,1.63655421379055e-05,0.004285714285714286,0.06992838779286069
9.5,1.9000000000000001,0.1,585318.6715674164,606193171.6847963,3.8000000000000003,0.0009511069965702522,444698523.31899476,423358.5361589539,445121881.85515374,0.8173424214428119,0.06061931716847963,1.6723390616211898e-05,0.0045238095238095246,0.06515985008290537
10.0,1.9000000000000001,0.1,597351.0057934133,558573155.7991662,4.0,0.0010656596661647497,414067983.9735072,441726.27945021377,414509710.25295746,0.8603604478788885,0.05585731557991661,1.7067171594097524e-05,0.004761904761904762,0.060636287513415474
10.5,1.9000000000000001,0.1,608803.0489934457,513580192.1224965,4.2,0.0011954371917485681,384070053.4499111,459681.14606924093,384529734.59598035,0.9033826117735094,0.051358019212249646,1.7394372828384162e-05,0.005,0.05637541358507803
11.0,1.9000000000000001,0.1,619603.436919512,471326376.2956674,4.4,0.0013421964778413053,354955243.91256285,477059.98640421405,355432303.8989671,0.9463999590833475,0.04713263762956674,1.7702955340557487e-05,0.005238095238095239,0.05238843582300253
11.5,1.9000000000000001,0.1,629699.2725906619,431859938.0017785,4.6000000000000005,0.0015078689703116332,326936808.50460213,493722.33738930506,327430530.8419914,0.9894184265942506,0.043185993800177847,1.7991407788304627e-05,0.005476190476190477,0.048680175684156626
12.0,1.9000000000000001,0.1,639052.9413068825,395181339.9754183,4.800000000000001,0.0016945395365304762,300191373.04826653,509549.6021022424,300700922.65036875,1.032433919189701,0.03951813399754183,1.8258655465910932e-05,0.005714285714285715,0.045250678367293455
0.0,2.0,0.1,406520.756341026,1412601383.2071235,0.0,0.0002473559298121047,816385237.6134119,201987.6923882028,816587225.3058001,0.0,0.14126013832071235,1.1614878752600743e-05,0.0,0.14127175319946494
0.5,2.0,0.1,407170.6535329653,1409119787.7451918,0.2,0.0002485494770545098,815094582.6322843,202641.69875147232,815297224.3310357,0.04330403103141008,0.14091197877451916,1.1633447243799008e-05,0.00023809523809523815,0.1411617074598582
1.0,2.0,0.1,409114.9352083907,1398743184.1283197,0.4,0.000252151424717917,811229068.746751,204604.15668669404,811433672.9034376,0.08660798701650774,0.13987431841283196,1.1688998148811164e-05,0.0004761904761904763,0.14036219788717125
1.5,2.0,0.1,412334.9685158542,1381656506.6210394,0.6000000000000001,0.0002582274003469034,804804529.3694414,207876.26075289198,805012405.6301943,0.1299119714927087,0.13816565066210393,1.178099910045298e-05,0.0007142857142857144,0.1388917173754901
2.0,2.0,0.1,416800.01474299683,1358163595.56003,0.8,0.0002668875330735663,795849086.3534257,212458.90198794848,796061545.2554137,0.17321601629824762,0.135816359556003,1.190857184979991e-05,0.0009523809523809526,0.13678064908023374
2.5,2.0,0.1,422466.75908319413,1328674509.8763528,1.0,0.000278288386805595,784403505.5456376,218351.15075244912,784621856.69639,0.21652005202719835,0.13286745098763528,1.2070478830948405e-05,0.0011904761904761906,0.1340699976569424
3.0,2.0,0.1,429279.26189114037,1293692620.0999756,1.2000000000000002,0.000292634649590947,770524099.3757962,225548.05299767104,770749647.4287939,0.2598238139903117,0.12936926200999754,1.2265121768318297e-05,0.0014285714285714288,0.1308100985603373
3.5,2.0,0.1,437168.95462033985,1253797267.4354682,1.4000000000000001,0.0003101824411238563,754284148.1042212,234038.29292901288,754518186.3971503,0.30312793197586063,0.1253797267435468,1.2490541560581138e-05,0.0016666666666666668,0.12705888395177406
4.0,2.0,0.1,446055.04101369483,1209625815.1757863,1.6,0.00033124281054001963,735776643.3056046,243801.4807459461,736020444.7863505,0.34643197100641165,0.12096258151757862,1.2744429743248425e-05,0.0019047619047619052,0.12288008785208378
4.5,2.0,0.1,455844.344312683,1161856816.3503282,1.8,0.0003561851074832309,715117079.7739685,254804.81160159272,715371884.5855701,0.3897361725936423,0.1161856816350328,1.3024124123219514e-05,0.002142857142857143,0.11834156290201317
5.0,2.0,0.1,466432.2872075958,1111190903.7005255,2.0,0.00038544215616776074,692445070.4861482,267000.4342189811,692712070.9203672,0.43303980276405074,0.11111909037005255,1.332663677735988e-05,0.002380952380952381,0.1135133693877823
5.5,2.0,0.1,477705.3180570471,1058329121.1696932,2.2,0.00041951704350565156,667926551.5071982,280324.17293547816,668206875.6801337,0.4763433731989774,0.10583291211696931,1.3648723373058489e-05,0.0026190476190476194,0.10846560845938999
6.0,2.0,0.1,489540.7380502136,1003961987.4344765,2.4000000000000004,0.0004589870328548663,641754450.8418534,294692.23112607637,642049143.0729795,0.5196478506839723,0.10039619874344764,1.3986878230006103e-05,0.0028571428571428576,0.10326732847882052
6.5,2.0,0.1,501808.8441576885,948756116.02232,2.6,0.0005045083822260975,614149776.2996843,310000.10773831845,614459776.4074227,0.5629505211398688,0.094875611602232,1.4337395547362529e-05,0.0030952380952380953,0.09798518709301746
7.0,2.0,0.1,514377.7852426443,893331101.7171614,2.8000000000000003,0.0005568297855052598,585356297.0776607,326125.41769228835,585682422.495353,0.6062563903123169,0.08933311017171613,1.4696508149789838e-05,0.0033333333333333335,0.09268114001319926
7.5,2.0,0.1,527114.3269624866,838256981.2741022,3.0,0.0006167968036844521,555638461.478882,342927.54365714407,555981389.0225391,0.6495603601548365,0.08382569812741021,1.5060409341785333e-05,0.0035714285714285718,0.08741218710818056
8.0,2.0,0.1,539886.1665143048,784049334.7430744,3.2,0.0006853534569945124,525279551.6412935,360249.05454079655,525639800.69583434,0.692863711474985,0.07840493347430744,1.542531904326585e-05,0.0038095238095238104,0.0822298826028745
8.5,2.0,0.1,552567.0084865201,731152740.8725728,3.4000000000000004,0.0007635623661855707,494568688.2453527,377922.6053166659,494946610.8506693,0.7361681600799007,0.07311527408725728,1.5787628813900577e-05,0.004047619047619048,0.07717868076369024
9.0,2.0,0.1,565036.3818368607,679951032.8413811,3.6,0.0008525978223493497,463799219.3321793,395771.6384470321,464194990.97062635,0.7794722988465635,0.0679951032841381,1.6143896623910305e-05,0.004285714285714286,0.0722969614664763
9.5,2.0,0.1,577185.7601034634,630752330.7829592,3.8000000000000003,0.0009537679507691517,433255860.6197376,413620.05189130176,433669480.67162895,0.8227757153115235,0.06307523307829592,1.6491021717241814e-05,0.0045238095238095246,0.0676155336238227
10.0,2.0,0.1,588918.6639715101,583795430.7050285,4.0,0.0010685253365193515,403205472.93353736,431296.11447861505,403636769.04801595,0.8660799065057828,0.05837954307050285,1.682624754204315e-05,0.004761904761904762,0.06315827407994966
10.5,2.0,0.1,600151.1323402883,539259561.4332116,4.2,0.001198448997812522,373897715.5155931,448635.0086205189,374346350.5242136,0.9093838161243467,0.05392595614332116,1.7147175209722524e-05,0.005,0.05894310331853088
11.0,2.0,0.1,610813.6156964038,497261434.9858279,4.4,0.0013452796138012652,345549002.9666098,465486.23840736755,346014489.20501715,0.9526874783516014,0.04972614349858279,1.7451817591325824e-05,0.005238095238095239,0.054981690554269345
11.5,2.0,0.1,620851.6864203595,457862175.2115826,4.6000000000000005,0.001510913620588595,318343232.2409069,481716.9583285918,318824949.1992355,0.9959916228967958,0.04578621752115826,1.773861961201027e-05,0.005476190476190477,0.051280146616960745
12.0,2.0,0.1,630226.2974889623,421071804.0598583,4.800000000000001,0.001697423271965972,292426563.08484554,497215.638917927,292923778.72376347,1.0392968295609128,0.04210718040598583,1.800646564254178e-05,0.005714285714285715,0.04783947258591408
